instance,count,sign,layer,VIC,cluster,size,r2
ATL040_L,1,-1,4.38601765,4.39E-05,,,
ATL040_R,1,-1,3.742369097,0.004048041,2,49.52478401,-0.030086381
ATL041_L,1,1,4.484873208,2.50E-05,,,
ATL041_R,1,1,4.035725604,0.003344543,8,102.5693901,-0.810804531
ATL042_L,1,0,3.907196103,0.001581658,3,86.7977579,0.046682345
ATL042_R,1,0,3.666182685,0.005313649,2,95.42993457,-0.8207471
ATL043_L,1,0,4.133059585,0.00057268,2,58.34957227,0.146430219
ATL043_R,1,0,3.745044323,0.003846748,3,130.6977267,-0.49288244
ATL044_L,1,1,4.134506189,0.001256507,2,39.1772493,-0.212122384
ATL044_R,1,1,3.935345665,0.002958039,2,50.40433533,-1
ATL045_L,1,-1,3.853451148,0.003369511,1,137.9124549,-0.210980603
ATL045_R,1,-1,3.625291362,0.005296366,3,63.00310271,-0.075298415
AVL006_a_L,1,-1,4.445209462,0.001574916,10,96.47707372,-1
AVL006_a_R,1,-1,3.432413146,0.08244736,7,123.4430605,-1
AVLP001_L,1,-1,4.630662097,0.000462481,,,
AVLP001_R,1,-1,3.90538514,0.02546852,7,124.7041959,-1
AVLP002_L,3,-1,4.259700515,0.002949854,9,95.32589188,-1
AVLP002_R,2,-1,3.601031785,0.02971926,7,123.0501898,-1
AVLP003_L,3,-1,4.613894307,8.95E-06,,,
AVLP003_R,3,-1,4.105465242,0.001440106,9,111.1773925,-0.665651272
AVLP004_a_L,3,-1,4.620164396,9.44E-05,,,
AVLP004_a_R,4,-1,3.515789734,0.066394895,7,125.009999,-1
AVLP004_b_L,3,-1,4.570951689,0.000314274,,,
AVLP004_b_R,2,-1,3.591054816,0.091061324,7,125.0011744,-1
AVLP005_L,4,-1,4.934396152,7.55E-07,,,
AVLP005_R,4,-1,4.429466657,0.000706761,9,56.46460018,-0.409856996
AVLP009_L,2,-1,4.754428688,4.81E-06,,,
AVLP009_R,2,-1,4.544661268,6.95E-05,,,
AVLP013_L,2,0,4.701108419,2.47E-05,,,
AVLP013_R,4,0,3.523753193,0.013306662,1,67.07060558,-0.354888552
AVLP014_L,1,-1,4.621572193,9.59E-06,,,
AVLP015_L,1,-1,4.708981211,1.80E-05,,,
AVLP015_R,1,-1,3.765239873,0.008917172,2,81.65912734,-0.75801452
AVLP016_L,1,-1,4.540938901,5.71E-05,,,
AVLP016_R,1,-1,3.965675261,0.013639473,7,124.4787157,-1
AVLP017_L,1,-1,4.685383151,1.73E-05,,,
AVLP017_R,1,-1,3.62274359,0.010594773,2,136.3418747,-1
AVLP018_L,1,1,4.490391653,0.000553856,10,40.12802072,-0.622239374
AVLP018_R,1,1,3.997817987,0.020519849,7,127.013548,-1
AVLP019_L,1,1,4.562203387,0.001162096,10,96.24280757,-0.934469613
AVLP019_R,1,1,3.888302367,0.03199083,7,124.6513223,-1
AVLP020_L,1,-1,4.552149798,0.000155498,,,
AVLP020_R,1,-1,3.765912235,0.018232385,7,123.9722963,-1
AVLP021_L,1,1,4.276764745,3.08E-05,,,
AVLP021_R,1,1,3.687133992,0.017096823,8,116.7488871,-1
AVLP022_L,2,-1,3.973205204,0.0006325,3,58.96419294,-0.092003122
AVLP022_R,1,-1,4.112017722,0.012392417,7,116.3666509,-1
AVLP023_L,1,1,4.551899682,0.001843747,9,95.4816447,-1
AVLP023_R,1,1,3.680268577,0.039046098,7,128.3702602,-1
AVLP024_a_L,1,1,4.797749019,9.40E-06,,,
AVLP024_a_R,1,1,4.055783159,0.011359219,7,117.2516544,-1
AVLP024_b_L,1,1,4.760372021,0.000383294,,,
AVLP024_b_R,1,1,4.133463561,0.014544207,7,122.0318838,-1
AVLP024_c_L,1,1,4.864037501,2.10E-06,,,
AVLP024_c_R,1,1,4.242002292,0.005214986,7,100.8932713,-1
AVLP025_L,1,1,4.92700936,0,,,
AVLP025_R,1,1,4.507085308,0.000720351,10,82.07203312,-0.578176248
AVLP026_L,7,1,4.641646709,0.000167045,,,
AVLP026_R,7,1,3.930411201,0.020089408,7,125.1076138,-1
AVLP027_L,2,1,4.757260615,0.000214086,,,
AVLP027_R,2,1,4.019474041,0.012905909,7,112.9989368,-1
AVLP028_L,4,1,4.711649522,0.000821643,10,65.40418973,-0.367332059
AVLP028_R,4,1,4.093195396,0.014813103,7,120.4963922,-1
AVLP029_L,1,-1,4.884618871,1.07E-05,,,
AVLP029_R,1,-1,4.438227545,0.003789829,9,93.86348732,-1
AVLP030_R,1,-1,3.990340576,0.007882824,7,108.2939183,-1
AVLP031_L,1,-1,4.647487437,5.93E-05,,,
AVLP031_R,1,-1,3.838463125,0.01704859,7,117.3907488,-1
AVLP032_L,1,1,4.468581713,0.000612163,10,62.03183703,-0.3167136
AVLP032_R,1,1,3.994973298,0.00171876,5,75.76500884,-0.130440637
AVLP033_L,1,1,4.620661827,2.11E-05,,,
AVLP033_R,1,1,4.045586424,0.012768203,7,116.9839626,-1
AVLP034_L,1,1,4.323294116,5.57E-05,,,
AVLP034_R,1,1,3.594036374,0.015796658,7,116.153191,-1
AVLP035_L,1,1,4.486824035,3.14E-05,,,
AVLP035_R,1,1,3.962663692,0.006549635,7,107.4777968,-1
AVLP036_L,2,1,4.427549706,3.14E-05,,,
AVLP036_R,2,1,3.90858054,0.00435206,2,88.38343657,-0.51349244
AVLP037_L,2,1,4.403569284,2.33E-05,,,
AVLP037_R,3,1,3.590568563,0.009660813,8,113.241234,-1
AVLP038_L,4,1,4.516885354,1.94E-05,,,
AVLP038_R,4,1,3.564410724,0.007181662,1,90.00217109,-0.451776065
AVLP039_L,3,1,4.278805298,0.000735284,10,74.04408987,-0.319571443
AVLP039_R,3,1,3.862062367,0.021666422,7,118.737365,-1
AVLP040_L,5,1,4.265812929,0.000523351,10,70.87101867,-0.437746322
AVLP040_R,4,1,3.546342847,0.026991135,7,118.8691869,-1
AVLP041_L,1,1,4.312627902,2.07E-05,,,
AVLP041_R,1,1,3.061269024,0.03206767,1,79.98455025,-0.329748992
AVLP042_L,2,1,4.750639703,3.95E-06,,,
AVLP042_R,2,1,3.88602609,0.00387083,2,53.63758161,-0.959838691
AVLP043_L,2,1,4.234478719,0.000128707,,,
AVLP043_R,2,1,3.181544785,0.037098907,1,76.42803371,-0.318054767
AVLP044_a_L,3,1,4.645776512,1.35E-05,,,
AVLP044_a_R,2,1,3.325220602,0.019951269,1,56.97268345,-1
AVLP044_b_L,1,1,4.611715076,4.47E-06,,,
AVLP044_b_R,2,1,3.535358265,0.012004616,1,68.26162109,-0.64809648
AVLP045_L,5,1,4.680064326,0.00075411,10,74.35244907,-0.412112868
AVLP045_R,5,1,3.997890848,0.018139318,7,124.5478089,-1
AVLP046_L,2,1,4.296881962,0.000113723,,,
AVLP046_R,2,1,3.38797231,0.005586628,4,136.3224925,-0.252003952
AVLP047_L,3,1,4.60251109,0.000857609,10,79.96955067,-0.557068484
AVLP047_R,3,1,3.968357873,0.019379854,7,120.8196452,-1
AVLP048_L,1,1,4.41019036,0.000893665,10,84.22441074,-0.767412714
AVLP048_R,1,1,3.946768619,0.0160802,7,119.5280538,-1
AVLP049_L,4,1,4.650234984,0.003741609,9,102.2837012,-1
AVLP049_R,3,1,4.098394213,0.016056925,7,125.1206533,-1
AVLP050_L,3,1,4.457201133,0.000697526,10,77.45157727,-0.372564284
AVLP050_R,4,1,3.75801734,0.01525031,7,117.1458772,-1
AVLP051_L,3,1,4.393826422,3.67E-05,,,
AVLP051_R,3,1,3.42966371,0.03674282,8,119.8911453,-1
AVLP053_L,1,1,4.663064535,1.89E-05,,,
AVLP053_R,1,1,3.7698196,0.018794466,7,117.646734,-1
AVLP055_L,5,-1,4.35209663,0.004463089,9,113.7665294,-1
AVLP055_R,4,-1,3.979785089,0.02329745,7,125.3380504,-1
AVLP059_L,2,-1,4.575016941,2.52E-05,,,
AVLP059_R,2,-1,3.991562024,0.011644118,7,119.2789303,-1
AVLP060_L,4,-1,4.641237782,0.000285058,,,
AVLP060_R,3,-1,4.075493275,0.015680702,7,122.4304047,-1
AVLP062_L,2,-1,4.50449515,6.09E-05,,,
AVLP062_R,2,-1,3.989031606,0.01114433,7,115.2453783,-1
AVLP063_L,2,-1,4.477756283,0.001724797,9,87.74756754,-1
AVLP063_R,2,-1,4.038482414,0.014413338,7,120.9408756,-1
AVLP064_L,2,-1,4.261734441,0.000108104,,,
AVLP064_R,3,-1,3.686105224,0.018396277,7,121.5365415,-1
AVLP065_L,1,-1,4.588056647,0.001981546,9,89.86971171,-1
AVLP065_R,1,-1,4.076526738,0.013785468,7,122.7805924,-1
AVLP067_L,2,-1,4.529209731,6.47E-05,,,
AVLP067_R,2,-1,3.842677459,0.021331087,8,122.2508068,-1
AVLP069_a_L,2,-1,4.361438501,6.71E-05,,,
AVLP069_a_R,2,-1,4.036814544,0.013889914,7,119.7948666,-1
AVLP069_b_L,3,-1,4.384512141,2.38E-05,,,
AVLP069_b_R,3,-1,3.876469949,0.011947951,7,110.2181167,-1
AVLP069_c_L,3,-1,4.677787773,0.000492187,,,
AVLP069_c_R,3,-1,4.026176115,0.012731566,7,114.0818512,-1
AVLP075_L,1,-1,4.299863993,6.51E-05,,,
AVLP075_R,1,-1,3.877778197,0.002533735,3,50.50599478,-0.529819419
AVLP076_L,1,-1,4.652368577,0.00028505,,,
AVLP076_R,1,-1,4.047657746,0.016006619,7,122.096801,-1
AVLP077_L,1,-1,4.355606237,0.001367235,9,108.3856449,-0.485562119
AVLP077_R,1,-1,3.551356811,0.03718151,7,127.347379,-1
AVLP078_L,1,-1,4.387846219,0.000231849,,,
AVLP078_R,1,-1,3.509917267,0.027023075,7,120.3901934,-1
AVLP079_L,1,-1,4.613279428,0.001776147,9,87.78317616,-0.931330761
AVLP079_R,1,-1,3.842338378,0.026614057,7,127.4942467,-1
AVLP080_L,1,-1,4.501418674,0.00156463,10,104.1693719,-0.837236197
AVLP080_R,1,-1,3.798979004,0.023429489,7,123.7989763,-1
AVLP081_L,1,-1,4.479702459,0.001978654,9,98.18470331,-0.644921349
AVLP081_R,1,-1,3.532479882,0.041982852,7,130.8445515,-1
AVLP082_L,1,-1,4.958709942,0,,,
AVLP082_R,1,-1,4.51195957,0.002372629,9,94.7958902,-1
AVLP083_R,1,-1,4.188272029,0.006433741,9,109.6712122,-1
AVLP084_L,1,-1,5.24261147,0,,,
AVLP084_R,1,-1,4.722250968,0,,,
AVLP085_L,1,-1,4.854605312,2.33E-06,,,
AVLP085_R,1,-1,4.225175342,0.003684092,9,102.0841273,-1
AVLP086_L,1,-1,4.522079998,0.003818889,9,110.7551456,-1
AVLP086_R,1,-1,3.801247395,0.028058786,7,123.9915411,-1
AVLP087_L,1,-1,5.087794819,0,,,
AVLP087_R,1,-1,4.566817193,1.36E-05,,,
AVLP088_L,1,-1,4.584433897,2.39E-05,,,
AVLP088_R,1,-1,3.039933872,0.06056579,8,113.307507,-1
AVLP089_L,2,-1,4.122281332,0.000255969,,,
AVLP089_R,2,-1,3.399247744,0.019425664,1,104.940268,-0.880302474
AVLP090_L,1,-1,4.921044985,0,,,
AVLP090_R,1,-1,4.540656588,0.001582286,9,79.75070889,-0.87897963
AVLP091_L,1,-1,4.803557724,1.01E-06,,,
AVLP091_R,1,-1,3.939037985,0.001902246,3,53.16300972,-0.25566145
AVLP093_L,1,-1,4.551651329,4.51E-05,,,
AVLP093_R,1,-1,4.005829304,0.011023418,7,126.0877569,-1
AVLP094_L,1,-1,4.575039209,7.16E-05,,,
AVLP094_R,1,-1,3.324183671,0.022195846,9,117.4387757,-1
AVLP095_L,1,-1,4.657064152,1.81E-05,,,
AVLP095_R,1,-1,4.153276443,0.009086258,7,114.501333,-1
AVLP096_L,2,-1,4.496423024,0.000510841,10,65.88425998,-0.165589999
AVLP096_R,2,-1,3.888908651,0.011485711,7,121.3112018,-1
AVLP097_L,1,1,4.426461115,4.88E-05,,,
AVLP097_R,1,1,3.994505823,0.010401123,7,120.1623444,-1
AVLP098_L,1,1,4.855274118,2.20E-06,,,
AVLP098_R,1,1,3.899925546,0.010519572,7,118.7541556,-1
AVLP099_L,2,1,4.654850677,0.000104819,,,
AVLP099_R,2,1,3.785040482,0.026235241,7,123.0757123,-1
AVLP101_L,1,1,4.867397771,0,,,
AVLP101_R,1,1,4.403032996,0.001102687,10,85.16263592,-1
AVLP102_L,1,1,4.869211847,1.01E-06,,,
AVLP102_R,1,1,4.395692326,0.002314623,9,90.06341959,-1
AVLP103_L,4,1,5.197329525,0,,,
AVLP103_R,4,1,4.749936262,0,,,
AVLP104_L,7,1,4.874470288,0,,,
AVLP104_R,7,1,4.543885062,0.00096664,10,74.66553559,-0.623824789
AVLP105_L,3,1,4.547842965,0.000927508,10,87.03674301,-0.86393998
AVLP105_R,2,1,4.012198436,0.014532266,7,112.0749383,-1
AVLP107_L,2,1,4.466115051,0.00043973,,,
AVLP107_R,2,1,3.916347586,0.018904734,7,126.1031664,-1
AVLP108_L,1,1,4.637918308,0.000275842,,,
AVLP108_R,1,1,4.032047141,0.013496678,7,123.05662,-1
AVLP109_L,3,1,4.41735432,0.000857435,9,69.5183942,-0.122076032
AVLP109_R,3,1,3.845072895,0.021297855,7,130.2984723,-1
AVLP110_a_L,2,1,4.538426533,0.002160196,9,90.27912682,-1
AVLP110_a_R,2,1,3.765779579,0.027604893,7,126.5220589,-1
AVLP110_b_L,2,1,4.473974385,0.00065758,10,79.57791191,-0.571230771
AVLP110_b_R,2,1,3.993742613,0.014629142,7,118.6800418,-1
AVLP111_L,2,1,4.359678123,0.002544071,9,94.36744495,-1
AVLP111_R,3,1,3.634598084,0.049265623,7,125.6589942,-1
AVLP112_L,2,1,4.558124679,9.10E-05,,,
AVLP112_R,2,1,3.88746822,0.012185193,7,116.9977284,-1
AVLP113_L,2,1,4.529371929,0.001714815,9,90.57646847,-0.972696182
AVLP113_R,2,1,4.046334704,0.018147184,7,123.0475779,-1
AVLP115_L,6,1,4.65998255,7.60E-05,,,
AVLP115_R,6,1,4.025259894,0.015113134,7,125.113999,-1
AVLP116_L,2,1,4.699121132,7.70E-05,,,
AVLP116_R,2,1,4.33202284,0.003946768,9,99.39779165,-1
AVLP117_L,2,1,4.572722229,0.000989964,10,104.7529506,-0.923876882
AVLP117_R,3,1,3.193874522,0.07229571,7,133.4705636,-1
AVLP120_L,4,1,4.650810493,4.06E-05,,,
AVLP120_R,1,1,3.924622333,0.002679504,7,125.6576465,-0.517655469
AVLP121_L,2,1,4.428301593,3.54E-05,,,
AVLP121_R,4,1,4.016639974,0.008331673,9,107.25582,-1
AVLP124_L,2,1,4.499281612,0.004225206,9,118.6682968,-1
AVLP124_R,2,1,3.46690508,0.0499665,7,132.8372913,-1
AVLP126_L,6,1,4.528801349,0.001155067,10,78.58306058,-0.861005496
AVLP126_R,5,1,3.67842364,0.017625375,7,129.3761992,-1
AVLP129_L,1,1,4.527242542,0.000674772,10,86.9311544,-0.756688649
AVLP129_R,1,1,4.009414629,0.024965622,7,124.3265323,-1
AVLP132_L,1,1,4.607272379,5.16E-05,,,
AVLP132_R,1,1,3.908818694,0.018692203,7,120.8892421,-1
AVLP136_L,2,1,4.588206019,9.64E-06,,,
AVLP136_R,2,1,4.005048631,0.012111221,7,118.6048053,-1
AVLP137_L,2,1,4.770221913,6.80E-06,,,
AVLP137_R,2,1,4.198473078,0.006808854,9,106.9817496,-1
AVLP138_L,2,1,4.59175456,0.001004857,10,77.86350131,-0.567502176
AVLP138_R,3,1,3.916771091,0.03776597,7,126.5009142,-1
AVLP139_L,2,1,4.375494975,0.000932136,9,93.45435558,-0.50682665
AVLP139_R,2,1,3.671604899,0.015896996,7,117.1561901,-1
AVLP140_L,1,1,4.197608188,0.008462303,7,112.5515846,-1
AVLP140_R,2,1,4.179254093,0.004707918,9,103.5713976,-1
AVLP143_L,2,1,4.557268272,7.62E-05,,,
AVLP143_R,2,1,4.429293407,0.000251861,,,
AVLP145_L,5,1,4.539621454,6.35E-05,,,
AVLP145_R,6,1,4.055706944,0.010439397,7,119.4654123,-1
AVLP147_L,2,1,4.670262567,1.75E-05,,,
AVLP147_R,3,1,4.308383471,0.002101614,10,91.50492268,-1
AVLP149_L,6,1,4.657710314,1.27E-05,,,
AVLP149_R,6,1,3.987604212,0.007814779,9,118.9349406,-1
AVLP152_L,1,1,4.415232776,0.001188072,9,96.18229117,-0.545229095
AVLP152_R,1,1,3.004016949,0.07732182,7,121.029289,-1
AVLP153_L,1,1,4.418741785,0.000691543,10,91.44669442,-0.687425631
AVLP153_R,1,1,3.299528432,0.067748375,7,115.7391061,-1
AVLP154_L,1,1,4.575681066,0.002713771,9,97.32112257,-1
AVLP154_R,1,1,3.867666859,0.041031227,7,125.6606701,-1
AVLP155_a_L,1,1,4.623326223,5.74E-05,,,
AVLP155_a_R,1,1,4.014534668,0.020488258,7,126.5644522,-1
AVLP155_b_L,1,1,4.616754463,8.39E-05,,,
AVLP155_b_R,1,1,3.891152639,0.030507449,7,125.06543,-1
AVLP156_L,1,1,4.674638213,2.17E-05,,,
AVLP156_R,1,1,3.737346745,0.01120708,7,65.35560835,-0.302154358
AVLP157_L,1,1,4.48184067,0.001745787,10,80.91514504,-0.743804224
AVLP157_R,1,1,3.906009896,0.023512641,7,127.3502562,-1
AVLP158_L,1,1,4.331542771,9.19E-05,,,
AVLP158_R,1,1,3.228344286,0.019266995,1,95.1660966,-1
AVLP159_L,1,1,4.75171923,1.03E-05,,,
AVLP159_R,1,1,4.459405165,0.001988268,9,85.74587482,-1
AVLP160_L,1,1,4.604461195,0.000447178,,,
AVLP160_R,1,1,4.126850417,0.0109319,7,120.1147613,-1
AVLP161_L,1,1,4.819094351,0,,,
AVLP161_R,1,1,4.537725321,0.001160973,10,76.27820128,-0.779679096
AVLP162_L,1,1,4.875246851,1.15E-06,,,
AVLP162_R,1,1,4.237148731,0.01008273,7,116.5213867,-1
AVLP163_L,2,1,4.664209105,0.00144013,10,92.627144,-0.882357444
AVLP163_R,2,1,3.883119844,0.02927748,7,124.6224534,-1
AVLP164_L,2,1,4.629392089,0.000429423,,,
AVLP164_R,2,1,3.728196665,0.022132536,7,121.6525224,-1
AVLP165_L,2,1,4.650482825,0.00176295,9,91.98818236,-1
AVLP165_R,2,1,3.891762586,0.048291788,7,127.4732675,-1
AVLP166_L,2,1,4.602882024,0.000410686,,,
AVLP166_R,2,1,3.85446747,0.01667064,7,129.108214,-1
AVLP168_L,3,1,4.680448158,0.000104478,,,
AVLP168_R,3,1,3.953499828,0.01154879,7,124.9335065,-1
AVLP169_L,1,1,4.519660165,0.000149635,,,
AVLP169_R,1,1,3.674887103,0.01895767,7,113.3320419,-1
AVLP170_L,1,1,4.531388897,0.000529135,10,65.47802301,-0.192171731
AVLP170_R,1,1,4.056083539,0.007867242,7,117.0444371,-1
AVLP173_L,1,1,4.269558358,0.000470506,,,
AVLP173_R,1,1,3.921118628,0.021143898,7,125.9126135,-1
AVLP175_L,1,1,4.684024902,2.04E-05,,,
AVLP175_R,1,1,3.695256625,0.014621967,7,104.4931976,-1
AVLP176_b_L,3,1,4.501568342,0.00054638,10,66.43749699,-0.009167645
AVLP176_b_R,2,1,3.481352213,0.026790643,7,135.5970549,-1
AVLP176_c_L,2,1,4.57600812,0.00082918,10,90.9976347,-0.575591913
AVLP176_c_R,3,1,3.278107314,0.034514043,8,132.7656689,-1
AVLP176_d_L,3,1,4.386506957,6.69E-05,,,
AVLP176_d_R,2,1,3.448240156,0.017191313,8,122.7236762,-1
AVLP177_a_L,2,1,4.427569602,0.000489512,,,
AVLP177_a_R,2,1,3.790629493,0.021033065,7,121.2380675,-1
AVLP178_L,2,1,4.60100647,0.0002183,,,
AVLP178_R,1,1,3.972175662,0.022745883,7,126.9118816,-1
AVLP179_L,2,1,4.651921681,0.000643952,10,78.34200514,-0.228757386
AVLP179_R,2,1,3.744655333,0.019623552,7,115.7733831,-1
AVLP180_L,1,1,4.56276441,0.00081025,10,79.19499643,-0.638349106
AVLP180_R,1,1,3.963140064,0.028552616,7,126.7220126,-1
AVLP182_L,1,1,4.479741694,0.000569795,10,81.34920695,-0.71902735
AVLP182_R,2,1,4.15437231,0.010787446,7,113.3431644,-1
AVLP183_L,2,1,4.41670152,0.000114196,,,
AVLP183_R,3,1,3.690351895,0.03889658,7,125.6408865,-1
AVLP184_L,1,1,4.514157943,0.000625998,10,85.69055033,-0.572768272
AVLP184_R,1,1,3.868893024,0.030202638,7,127.5563977,-1
AVLP186_L,2,1,4.562510984,1.81E-05,,,
AVLP186_R,2,1,3.332538705,0.026297435,8,98.90697879,-0.95857715
AVLP187_L,5,1,4.498918808,2.44E-05,,,
AVLP187_R,4,1,3.18172382,0.020608068,1,75.88770436,-0.760647806
AVLP188_L,1,1,4.629079582,1.46E-05,,,
AVLP188_R,1,1,3.434652766,0.009689807,1,99.46645252,-0.633094307
AVLP189_a_L,2,1,4.479297281,1.87E-05,,,
AVLP189_a_R,2,1,3.416362918,0.02350355,8,106.8934499,-1
AVLP189_b_L,3,1,4.510800532,1.77E-05,,,
AVLP189_b_R,2,1,3.356985022,0.014138794,1,87.97065785,-0.340653628
AVLP190_L,2,1,4.599710013,2.17E-05,,,
AVLP190_R,2,1,4.009117798,0.009525205,7,108.8415809,-1
AVLP191_L,6,1,4.686065415,1.72E-05,,,
AVLP191_R,5,1,4.068942826,0.015803069,7,119.7446839,-1
AVLP192_a_L,1,1,4.875746072,8.34E-06,,,
AVLP192_a_R,1,1,4.461986829,0.002628019,9,96.11000535,-1
AVLP192_b_L,1,1,4.755887095,1.39E-05,,,
AVLP192_b_R,1,1,4.277426264,0.007470964,7,111.4779513,-1
AVLP193_L,1,1,4.640495432,7.68E-05,,,
AVLP193_R,1,1,4.079838268,0.012396134,7,120.3038922,-1
AVLP194_a_L,2,1,4.775360228,5.94E-06,,,
AVLP194_a_R,2,1,4.505886676,0.001528999,10,83.55915449,-0.926929337
AVLP194_b1_L,1,1,5.036404268,0,,,
AVLP194_b1_R,1,1,4.433825468,0.002183026,9,92.97973568,-1
AVLP194_b2_L,1,1,4.974557348,0,,,
AVLP194_b2_R,1,1,4.604751012,0.000129274,,,
AVLP194_c1_L,1,1,4.947839874,0,,,
AVLP194_c1_R,1,1,4.748506713,4.13E-06,,,
AVLP194_c2_L,1,1,4.912871516,0,,,
AVLP194_c2_R,1,1,4.65927735,2.58E-05,,,
AVLP194_c3_L,1,1,4.951183237,0,,,
AVLP194_c3_R,1,1,4.671964922,2.75E-05,,,
AVLP195_L,2,1,4.596634875,7.91E-05,,,
AVLP195_R,2,1,4.176585429,0.011334182,7,113.08891,-1
AVLP197_L,1,1,4.629362956,9.41E-05,,,
AVLP197_R,1,1,3.660707836,0.026915858,7,114.1511332,-1
AVLP198_L,2,1,4.586063179,4.94E-05,,,
AVLP198_R,3,1,3.842488319,0.03692731,7,125.2572149,-1
AVLP199_L,4,1,4.259335789,0.000108484,,,
AVLP199_R,4,1,3.465337027,0.039986458,7,122.5621947,-1
AVLP200_L,1,-1,5.099058059,0,,,
AVLP200_R,1,-1,4.788834838,0.00012463,,,
AVLP201_L,1,-1,4.680446195,9.37E-06,,,
AVLP201_R,1,-1,3.937025468,0.012750596,7,115.3048366,-1
AVLP202_L,1,-1,4.484652674,0.000166477,,,
AVLP202_R,1,-1,3.903943292,0.012161329,7,115.726858,-1
AVLP203_a_L,1,-1,4.572145117,8.33E-05,,,
AVLP203_a_R,1,-1,4.417095155,0.001204762,9,98.43800215,-0.776913467
AVLP203_b_L,1,-1,4.606679123,1.67E-05,,,
AVLP203_b_R,1,-1,4.410339123,0.000817447,10,66.30997865,-0.043091507
AVLP203_c_L,1,-1,4.563869837,4.68E-06,,,
AVLP203_c_R,1,-1,4.029256945,0.008261368,9,106.8056648,-1
AVLP204_L,2,-1,4.554913024,0.000243933,,,
AVLP204_R,2,-1,4.134341974,0.012186134,7,116.8287302,-1
AVLP205_L,2,-1,4.565639643,0.000151317,,,
AVLP205_R,1,-1,3.796209124,0.008172464,7,80.05094617,-0.36171251
AVLP209_L,1,-1,4.554991098,4.21E-05,,,
AVLP209_R,1,-1,3.697825363,0.0089268,2,98.20724064,-1
AVLP210_L,1,1,4.373832836,7.80E-05,,,
AVLP210_R,1,1,3.761815769,0.008965095,8,119.5251664,-1
AVLP211_L,1,1,4.280558904,0.000108251,,,
AVLP211_R,1,1,3.838558547,0.009052564,7,116.5322628,-1
AVLP212_L,1,1,4.409577627,0.000142224,,,
AVLP212_R,1,1,3.767537335,0.015583535,7,121.6271721,-1
AVLP213_L,1,-1,4.692289645,0.000599437,10,81.9398126,-0.394280182
AVLP213_R,1,-1,3.923550993,0.04238896,7,126.9847355,-1
AVLP214_L,1,1,4.597867148,6.83E-05,,,
AVLP214_R,1,1,3.800694204,0.021873698,7,124.5050428,-1
AVLP215_L,1,-1,4.605908582,0.002790627,9,97.07905139,-1
AVLP215_R,1,-1,4.114491336,0.01657965,7,121.8804017,-1
AVLP216_L,1,-1,5.317404709,0,,,
AVLP216_R,1,-1,4.863193026,0,,,
AVLP217_L,1,1,4.608318829,0.000576237,10,73.939782,-0.363387804
AVLP217_R,1,1,4.045175732,0.019713897,7,124.0483619,-1
AVLP218_a_L,1,1,4.42037567,0.00041802,,,
AVLP218_a_R,1,1,4.040143581,0.017886586,7,123.378608,-1
AVLP218_b_L,2,1,4.532508515,0.000163196,,,
AVLP218_b_R,2,1,4.083662277,0.019690735,7,123.4102662,-1
AVLP219_a_L,2,1,4.519489323,0.00042213,,,
AVLP219_a_R,2,1,3.892910889,0.016452376,7,119.2621288,-1
AVLP219_b_L,2,1,4.447057012,0.001542913,10,87.36427547,-0.998646429
AVLP219_b_R,2,1,4.03170549,0.026689276,7,127.8632475,-1
AVLP219_c_L,3,1,4.533688137,0.000497513,,,
AVLP219_c_R,3,1,4.014687388,0.021207683,7,125.1145027,-1
AVLP220_L,2,1,4.549528742,0.000858341,10,80.02952293,-0.605086278
AVLP220_R,2,1,4.073006494,0.011317303,7,120.4500421,-1
AVLP221_L,1,1,4.470883244,8.46E-05,,,
AVLP221_R,1,1,3.454810948,0.050460387,7,117.2361529,-1
AVLP222_L,1,1,4.293446451,0.002567902,9,97.70100508,-1
AVLP222_R,1,1,3.708968868,0.04395468,7,135.2143736,-1
AVLP224_a_L,3,1,4.54722479,0.000237625,,,
AVLP224_a_R,3,1,3.071739766,0.05093228,8,136.0071886,-1
AVLP224_b_L,1,1,4.589940328,7.98E-05,,,
AVLP224_b_R,1,1,3.613345439,0.024954272,7,123.7160373,-1
AVLP225_a_L,1,1,4.511698722,0.002885748,9,106.4749751,-1
AVLP225_a_R,1,1,4.142092773,0.013747173,7,122.8084184,-1
AVLP225_b1_L,2,1,4.426200551,0.004025742,9,113.684796,-1
AVLP225_b1_R,2,1,4.051618448,0.013983043,7,122.8636006,-1
AVLP225_b2_L,2,1,4.289984461,0.006084884,9,123.6161591,-1
AVLP225_b2_R,2,1,3.964745485,0.022573685,7,125.3328037,-1
AVLP225_b3_L,2,1,4.46933387,0.004526868,9,110.6144902,-1
AVLP225_b3_R,1,1,4.05162448,0.020091895,7,127.5559926,-1
AVLP227_L,2,1,4.68420569,0.002745148,9,97.97357883,-1
AVLP227_R,2,1,4.154102651,0.01159147,7,122.2227393,-1
AVLP229_L,3,1,4.540254524,6.61E-05,,,
AVLP229_R,3,1,3.020007513,0.05512427,1,117.8704437,-1
AVLP230_L,3,1,4.270307871,0.0046949,9,114.9096263,-1
AVLP230_R,3,1,3.287473035,0.08846143,7,137.1304401,-1
AVLP231_L,2,1,4.531448888,0.000700895,10,86.5396357,-0.419509883
AVLP231_R,3,1,3.652775288,0.0672184,7,126.1597801,-1
AVLP232_L,6,1,4.263609003,0.00511397,7,106.9402856,-1
